,year,ccode,ACCU,PUCA,PRCA,PUINV,PRINV,UDENS,LTU,TFP,INFL,EPL,OG,TGLOB,FGLOB,EGLOB,LRG_pg,LRG_cp,OCR,PS,ROP,UNR,VACR,BECRU,FEGAP,Eighties,Nineties,FinancialCrisis,EuroCrisis,CovidCrisis,DCOU_AUT,DCOU_DEU,DCOU_SWE,DCOU_GBR,DCOU_USA,DCLU_CON,DCLU_SOD,DCLU_LIB,DCLU_LIBEU,DCLU_LIBUS,DCLU_MED
1,1970,AUT,8.985664302,2.033305886,7.084851645,6.159441973,21.46196147,56.7,NA,5.078371724,4.372826,1.335,3.005146,57.05,53.73,55.39,3.7293,2.1629,38.6591412,23.9787977,9.2699973,1.941809028,2.875251918,2.362877511,-0.421068483,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2,1971,AUT,9.737995548,2.195493123,7.684186974,6.612768853,23.14457365,55.3,NA,2.340604422,4.704262,1.335,3.0468896,57.07,54.55,55.81,3.7293,0.9103,38.1054585,23.704552,9.0327282,1.728404907,3.315921956,2.394004131,-0.665599224,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3,1972,AUT,10.3202417,2.245990529,8.205656894,6.923921832,25.29633415,54.3,NA,3.342707442,6.355141,1.335,3.7020865,58.27,54.6,56.43,3.7293,0.8571,35.9331852,23.2651738,8.359918,1.622890785,3.545977959,2.398902864,-0.776012079,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4,1973,AUT,9.832413534,2.113926335,7.83764858,6.454621712,23.93132431,52.8,NA,1.678440168,7.531081,1.424000042,3.334762,58.95,55.03,56.99,3.7293,0.8571,36.3325698,22.8314933,8.2952682,1.35832253,3.695467329,2.240454537,-0.882132007,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,1974,AUT,9.716728525,2.18781925,7.669611582,6.734297748,23.60773085,52.4,NA,1.237192581,9.521791,1.513000081,2.6541045,61.26,55.56,58.41,3.7293,0.8571,35.1740675,22.8272678,8.0292786,1.353938973,3.339985728,2.126531647,-0.772592674,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6,1975,AUT,8.854452063,2.173598183,6.851021543,6.890366495,21.71792821,52.6,NA,-1.79620217,8.445255,1.602,-1.2227333,60.86,56.24,58.55,3.7293,0.8571,33.7718305,22.4092929,7.5680284,1.852524979,2.303853936,2.065901006,-0.213376026,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7,1976,AUT,8.80983275,1.974740205,6.960609388,6.144845479,21.65949172,52.4,NA,2.579319088,7.318689,1.691000041,-0.0294677,62.29,58.63,60.46,3.7293,0.8571,33.5875905,22.6498006,7.6075223,1.842153829,2.223905346,2.024049344,-0.181895515,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8,1977,AUT,9.17634698,1.956761579,7.329807045,6.028751838,22.58302093,51.7,NA,2.434696578,5.49461,1.780000083,1.7173301,62.21,58.88,60.54,3.7293,0.8571,33.4732251,22.7190708,7.6048057,1.684018465,2.310604209,1.972587172,-0.288568707,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9,1978,AUT,8.280500635,1.978167075,6.445350537,6.283573893,20.47341546,51.5,NA,-1.95442632,3.574322,1.958000041,-1.0704433,62.28,60.03,61.16,3.7293,0.8571,32.0544959,22.2521839,7.1328254,1.90238642,2.169592665,2.031601246,-0.129214826,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10,1979,AUT,8.4385547,1.850834885,6.699631485,5.828898303,21.0993811,51.5,NA,3.480608412,3.707406,2.136000001,1.7592827,63.58,59.89,61.73,3.7293,0.9495,32.1168009,22.3959324,7.192857,1.820863879,2.221790224,2.011362117,-0.190498238,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11,1980,AUT,8.397555476,1.682362398,6.79390453,5.469207516,22.08636722,51.7,NA,-0.358521545,6.328318,2.314000082,1.2240852,65.43,62.89,64.16,3.7293,1,30.6053176,21.9440251,6.7160386,1.699538637,2.416317948,2.026481116,-0.326942479,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12,1981,AUT,8.107348783,1.586140566,6.58938857,5.323233272,22.11459263,51.9,NA,-1.320399302,6.803043,2.491999919,-1.0166522,66.45,64.63,65.54,3.7293,1,29.2651122,21.4362443,6.273341,2.184930377,1.946704521,2.062380625,0.122549752,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13,1982,AUT,7.24364879,1.44249169,5.867247549,4.88772818,19.88053822,52.1,NA,1.762565488,5.436026,2.67,-0.7168761,65.29,64.59,64.94,3.7293,1,28.7932037,21.2581157,6.1208926,3.188407974,1.564468773,2.233419958,0.954988016,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
14,1983,AUT,7.041962845,1.393033873,5.711299948,4.684323217,19.20525801,52,NA,2.370303736,3.339167,2.67,0.5845165,64.76,63.73,64.25,4.272841176,1.9728,28.9396079,21.4107242,6.1961796,3.866285506,1.489698875,2.399916909,1.466368597,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
15,1984,AUT,6.869239433,1.356264641,5.573262107,4.57718009,18.80888404,52,NA,-0.811612427,5.663189,2.67,-1.0867833,66.4,64.96,65.68,4.272841176,2.6,28.7146567,21.362782,6.1342495,3.880096583,1.532950117,2.438851063,1.44124552,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16,1985,AUT,7.114266855,1.323371335,5.836673697,4.429351912,19.5354706,51.3,NA,1.282875462,3.189511,2.67,-0.6164135,67.29,68.26,67.78,4.272841176,2.6,28.9300291,21.4229126,6.1976548,4.156426159,1.726137383,2.678537394,1.477888765,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
17,1986,AUT,7.073923383,1.387475263,5.746660068,4.629502434,19.17452331,50.9,NA,1.108124803,1.705446,2.67,-0.4730112,65.23,68.12,66.68,4.272841176,2.5456,28.932291,21.374041,6.1839998,4.490755386,1.800333175,2.843388103,1.647367283,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18,1987,AUT,7.196349443,1.260347955,5.966293304,4.232952937,20.03814792,50.1,NA,0.333025315,1.401955,2.67,-1.3918244,64.54,68.36,66.45,5.075083439,2.7838,28.5109649,21.2634158,6.062405,4.79975143,1.855735631,2.984471435,1.815279995,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
19,1988,AUT,7.487383784,1.204019875,6.292879202,4.006540169,20.94041288,49.1,NA,1.572606978,1.91572,2.67,-0.6940362,65.19,67.72,66.46,5.075083439,2.8002,28.54835,21.370347,6.1008815,4.624797761,2.011742486,3.050229852,1.57456791,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20,1989,AUT,7.59473422,1.210539038,6.391648518,4.012001016,21.18337331,48,NA,1.869681365,2.568347,2.67,0.2962928,66.32,69.75,68.03,5.075083439,2.8074,28.408782,21.2299748,6.0311773,4.323452445,2.519888127,3.300699393,1.022753052,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21,1990,AUT,7.768476173,1.191850804,6.574762618,3.89193676,21.46960025,46.8,NA,1.818743045,3.261872,2.67,1.4820314,66.76,69.54,68.15,4.9053,2.8026,28.574105,21.29265,6.0841842,4.697993482,2.819464305,3.639481409,1.058512073,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22,1991,AUT,8.131329201,1.212975401,6.909312303,3.944501062,22.4685428,45.5,NA,1.262629172,3.337426,2.67,1.6823971,66.59,72.73,69.66,4.9053,2.8236,28.5342593,21.2612139,6.0667299,5.143149726,2.550559351,3.621865352,1.521284374,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23,1992,AUT,7.889873489,1.198124992,6.687317243,3.952959824,22.06338785,44.5,NA,0.516476478,4.020847,2.67,0.819543,66.18,72.87,69.53,4.9053,2.6875,27.9383942,20.8698261,5.8306943,5.252203099,2.316107378,3.487788174,1.764414925,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24,1993,AUT,7.576144846,1.243384961,6.347543058,4.188004951,21.37997692,44,NA,-0.312701732,3.631786,2.67,-1.1360295,66,74.36,70.18,4.9053,2.6875,27.2996199,20.5733581,5.6164486,5.965916146,1.910385455,3.375973849,2.589942296,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25,1994,AUT,7.728935584,1.242116894,6.49650394,4.204413757,21.98987121,41.5,18.42717543,1.153750886,2.953407,2.67,-1.0295035,67.42,75.32,71.37,4.948855556,2.6875,27.0236103,20.5803447,5.5615522,5.600780089,1.766158582,3.145133673,2.455646416,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
26,1995,AUT,7.526141017,1.163516888,6.362619141,3.911151059,21.38788431,41.1,29.14422501,1.685504341,2.243364,2.67,-0.5321166,70.12,76.48,73.3,4.948855556,2.6875,26.8371542,20.5996248,5.5283531,5.573561849,1.583268961,2.970597159,2.602964691,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
27,1996,AUT,7.626282018,1.09089755,6.535390343,3.689380572,22.1024808,40.1,24.86379396,0.883498335,1.860974,2.67,-0.4951733,72.52,77.59,75.06,4.90213871,2.6515,26.5982763,21.6921443,5.7697365,6.004345083,1.416202397,2.91605348,3.088291603,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28,1997,AUT,7.47090732,0.867320799,6.60358554,2.951018902,22.46839435,38.9,27.49870533,0.497224986,1.305983,2.67,-0.8283914,75.61,79.36,77.49,4.90213871,2.7599,26.3389045,22.6081131,5.9547293,6.062215064,1.399095363,2.91232158,3.149893484,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
29,1998,AUT,7.513029369,0.853542385,6.659491394,2.893627866,22.5766057,38.4,30.2939711,1.7880281,0.9224669,2.67,0.1335495,75.71,81,78.36,4.90213871,2.769,26.3380833,22.9455748,6.0434246,6.168681186,1.528620734,3.070761137,3.097920049,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30,1999,AUT,7.40607932,0.842656961,6.563417997,2.839839569,22.11938547,37.9,29.17359956,1.53048065,0.5689865,2.67,1.0735211,76.32,81.72,79.02,4.90213871,2.769,26.3796422,22.8625008,6.0310459,5.780972058,1.800444476,3.22619268,2.554779378,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
31,2000,AUT,7.619331216,0.790074317,6.829252717,2.65576188,22.95590256,36.9,25.83757245,1.617742046,2.344868,2.67,1.8189299,79.58,84.44,82.01,7.41135,6.6073,26.3710198,23.8722329,6.2953513,5.048244442,1.932393759,3.123330923,1.924913519,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32,2001,AUT,7.35003863,0.715941909,6.634095376,2.415353173,22.38126182,36.2,23.33100645,-0.181189971,2.65,2.67,0.6390151,79.18,85.15,82.17,7.41135,7,26.1453911,24.3673614,6.3709419,5.26024383,1.732434048,3.018778812,2.241465019,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33,2002,AUT,6.994426589,0.779788363,6.214635601,2.62335535,20.90720806,36,19.21317237,0.857112558,1.810359,2.67,0.0081909,79.4,82.26,80.83,7.41135,7,26.1816904,24.6540932,6.4548583,6.013209021,1.527839131,3.031042072,2.982166948,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
34,2003,AUT,7.109247041,0.732384714,6.37686614,2.483584021,21.62454041,34.6,24.54709649,-0.324468579,1.355554,2.29,-1.2818471,80.41,82.96,81.68,6.821442268,5.8083,25.7425397,24.4814414,6.3021448,6.057403315,1.443787646,2.957296751,3.100106564,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35,2004,AUT,7.03066437,0.716430742,6.314237315,2.403994581,21.18752226,34.8,27.89305286,1.502109631,2.061207,2.29,-0.8932138,79.16,84.72,81.94,6.821442268,5.5835,25.805725,25.6911619,6.6297906,6.269812213,1.536749533,3.104050739,3.165761474,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36,2005,AUT,6.915501463,0.878470816,6.037029466,2.928292827,20.12382171,33.8,25.5295061,0.735111849,2.299138,2.29,-0.9489291,78.82,86.48,82.65,6.821442268,5.5835,25.7609893,26.6629428,6.8686378,6.362732197,1.581744566,3.172415023,3.190317174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
37,2006,AUT,6.865857468,0.872601995,5.993258876,2.872395916,19.7283669,31.6,27.96366365,1.619859441,1.441547,2.29,0.3647569,77.39,88.44,82.92,6.821442268,5.5835,25.9940448,27.6523106,7.187954,5.92484573,1.762012574,3.231045137,2.693800593,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
38,2007,AUT,7.038586599,0.914596588,6.123992172,2.977846875,19.93918543,30.4,27.24568255,1.764220741,2.168556,2.29,2.1829512,79.15,88.51,83.83,5.080822388,3.0705,25.7090193,28.2180943,7.2545953,5.389870625,1.885662774,3.188021078,2.201849547,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
39,2008,AUT,7.00822597,0.975520181,6.032705789,3.240001511,20.03646491,29.6,24.322753,-0.492507037,3.215951,2.29,2.0915133,79.11,87.26,83.19,5.025077778,3,24.8031857,26.6027445,6.5983281,5.094261049,1.845399876,3.066096657,2.028164392,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
40,2009,AUT,6.413712502,0.964274328,5.449437182,3.369700462,19.04330588,29.3,21.68101311,-4.02192099,0.5063094,2.29,-2.6853388,75.63,85.72,80.68,5.025077778,3,23.2866097,23.762441,5.5334669,6.18986838,1.522184992,3.069547971,3.120320408,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
41,2010,AUT,6.174719312,0.928897259,5.245826884,3.248915331,18.34782826,28.9,25.44637575,0.898142427,1.813532,2.29,-1.6660339,76.91,82.98,79.94,5.025077778,3,23.1723528,24.0929368,5.5829003,5.942955953,1.641016237,3.122897247,2.820058706,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
42,2011,AUT,6.487375929,0.873904582,5.613468553,3.027130349,19.44457253,28.3,26.25585049,1.365136312,3.286583,2.29,0.2879629,77.02,83.21,80.11,5.025077778,3,23.1197189,24.6115731,5.6901265,5.809760575,1.735321157,3.175185104,2.634575471,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
43,2012,AUT,6.452132741,0.836580215,5.615553421,2.93669603,19.71260274,28,24.91250916,-0.522938755,2.485675,2.29,0.0326508,77.15,82.78,79.96,5.025077778,3,22.9079242,23.589906,5.4039578,6.070698494,1.615735515,3.131875342,2.938823152,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
44,2013,AUT,6.459241927,0.852649309,5.606591749,3.04141086,19.99878361,27.8,24.59289244,-0.767324028,2.000158,2.29,-0.9088578,78.18,81.23,79.7,5.032007071,3,22.4952086,22.7915407,5.1270046,6.62380559,1.498965746,3.151008996,3.472796595,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
45,2014,AUT,6.349101374,0.828419586,5.520683471,2.956708783,19.70384765,27.7,27.20212028,-0.437947593,1.605806,2.29,-1.1794795,81.2,84.93,83.07,5.032007071,3,22.4613354,23.0531643,5.1780486,7.328895997,1.430478818,3.237874377,4.09102162,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
46,2015,AUT,6.407172892,0.841381476,5.565788956,2.980501886,19.71619884,27.4,29.21544632,0.095780551,0.8965653,2.29,-1.2895473,80.23,83,81.62,5.032007071,3,22.3316146,23.2844566,5.1997951,8.052696221,1.512981707,3.490498829,4.562197392,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
47,2016,AUT,6.582705974,0.848310178,5.73439659,2.976407127,20.11987987,26.9,32.28868091,0.5881886,0.8915924,2.29,-0.5531154,79.83,83.77,81.8,5.074398039,3,22.678166,23.4113414,5.3092629,7.957829417,1.622148909,3.592879668,4.364949749,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
48,2017,AUT,6.74997378,0.887783286,5.862191265,3.107719015,20.52082253,26.7,33.42543436,0.602683982,2.081269,2.29,0.5132412,80.91,83.88,82.4,7.320035398,3.1419,22.5446993,23.1490685,5.2188879,7.542107514,2.162936448,4.038947788,3.503159725,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
49,2018,AUT,6.920472828,0.880824074,6.039650246,3.066780248,21.02835358,26.3,28.89874481,0.685405596,1.998382,2.29,1.7748968,81.33,83.58,82.46,7.320035398,7,22.6005545,22.8468247,5.1635091,6.876178428,2.654675081,4.272472297,2.603706131,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50,2019,AUT,7.097750466,0.890157226,6.20759252,3.124474563,21.78880805,26.3,25.13284037,0.101542566,1.530896,2.29,2.1774026,81.92,84.18,83.05,5,2.8033,22.4438098,22.707904,5.0965188,6.609250397,2.814006009,4.312594386,2.296656012,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
51,2020,AUT,6.627378862,0.8788129,5.748563877,3.316343977,21.69314447,NA,24.53209904,-6.067491562,1.381909,NA,-5.3160657,80.69,82.92,81.81,5.39767732,6.585870414,NA,NA,NA,9.025566217,1.383705009,3.533938481,5.491627736,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
52,2021,AUT,7.075509461,0.931723314,6.143785491,3.486644177,22.99093903,NA,31.52394204,2.556474513,2.766667,NA,-2.3015849,NA,NA,NA,NA,NA,NA,NA,NA,7.227697271,2.072092526,3.869942829,3.357754442,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
53,2022,AUT,6.919090975,0.879685831,6.039407742,3.280446333,22.52162339,NA,NA,2.438009596,8.54687,NA,1.1268173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
54,1970,FRA,9.124950214,1.748419256,7.37653148,4.919571415,20.75553291,22.1,NA,3.199340314,5.299646,1.695575855,1.2433226,49.26,34.35,41.81,7.972395866,8.3684,34.3259425,24.064563,8.2603881,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,1971,FRA,9.250163394,1.694574806,7.555585762,4.743059435,21.14783733,22,NA,2.947715478,5.397514,1.897030343,1.5457734,51.19,40.88,46.03,7.972395866,8.3684,33.7805561,23.9094639,8.0767499,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
56,1972,FRA,9.30709574,1.626111011,7.680968919,4.544031656,21.4638273,22,NA,2.099859518,6.063004,2.098484956,1.3330524,51.36,40.91,46.14,7.972395866,8.3836,33.1432378,23.414083,7.7601852,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57,1973,FRA,9.442048689,1.587933923,7.854114737,4.415636885,21.84027826,22.6,NA,3.376226699,7.380597,2.232787863,3.0572179,52.21,40.07,46.14,7.902291045,7.9339,32.699003,23.8709172,7.8055519,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58,1974,FRA,9.205718807,1.526889332,7.678831577,4.453739161,22.39816089,22.2,NA,1.721779566,13.64932,2.367091024,3.0455239,55.42,41.43,48.43,7.902291045,7.0746,30.7829432,23.1525555,7.127038,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59,1975,FRA,8.406413157,1.578211611,6.828200098,4.774182902,20.65570671,22.6,17.06701188,-2.113010726,11.68593,2.501393932,-1.661905,54.71,44.88,49.8,7.902291045,6.5625,29.0689661,19.6860912,5.7225432,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,1976,FRA,8.271704967,1.554050196,6.71765662,4.696129624,20.29985025,21.7,24.66251022,2.333467182,9.625493,2.635697093,-0.9830792,55.82,46.99,51.4,7.902291045,5.9567,28.5933162,19.2264755,5.4974869,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61,1977,FRA,7.943781119,1.39131902,6.552468894,4.221327116,19.88049773,21.7,25.20961121,1.613467122,9.494556,2.77,-0.8804015,56.41,48.23,52.32,7.902291045,4.5313,28.0169408,19.2686441,5.3984846,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62,1978,FRA,7.904362011,1.331594909,6.572770183,3.985487057,19.67241713,20.9,31.03517018,2.334604618,9.250559,2.77,-0.0851974,56.33,50.72,53.53,7.53713213,4.81,28.1758819,18.6837667,5.264316,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
63,1979,FRA,7.883145886,1.343134464,6.540013528,4.01872976,19.56806835,19.4,33.10330675,1.900001539,10.64674,2.77,0.500825,57.07,53.47,55.27,7.53713213,4.95,27.9454428,18.6682461,5.216924,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64,1980,FRA,7.873385011,1.331123909,6.542260016,4.129970234,20.29813975,18.6,35.12559491,0.042905854,13.56258,2.77,-0.5689337,58.77,56.73,57.75,7.53713213,4.95,26.7207892,17.7440208,4.7413424,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,1981,FRA,7.582295562,1.359433316,6.222866159,4.288368381,19.63019602,18.1,35.51869476,0.024432164,13.3144,2.77,-1.4956344,60.68,60.96,60.82,3.9852769,2.5258,26.327274,17.4825164,4.60267,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
66,1982,FRA,7.328045422,1.396491729,5.931557252,4.429786109,18.81538528,17.3,36.16199824,1.347584759,11.97848,2.77,-0.7336431,59.37,56.99,58.18,3.9852769,1,26.170583,17.1129324,4.4785542,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,1983,FRA,6.957125472,1.333788481,5.623336241,4.206372378,17.73433087,16.3,39.34776009,0.501724733,9.459548,2.77,-0.9732152,59.4,62.62,61.01,3.9852769,1,26.3087615,17.9459359,4.7213535,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68,1984,FRA,6.767189255,1.325900766,5.441286891,4.172234001,17.122188,15.2,39.31481755,1.089301048,7.673803,2.77,-0.9542709,59.88,64.13,62,3.458091579,1,26.2658038,19.1222162,5.0226038,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69,1985,FRA,6.790344636,1.385056132,5.405289739,4.320376138,16.86060533,13.8,43.74308939,1.07167809,5.831099,2.77,-1.0543751,60.08,66.59,63.33,3.458091579,1,26.4039979,19.9805067,5.2756526,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,1986,FRA,6.93074989,1.397390982,5.533361806,4.279671478,16.94656042,12.6,44.21855622,1.233041579,2.538527,2.77,-0.8398254,56.5,63.2,59.85,7.516234965,5.4344,26.7835559,22.1250109,5.9258647,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71,1987,FRA,7.128252039,1.426426265,5.701824997,4.37344894,17.48189942,12.1,45.31191931,1.14747965,3.288898,2.52,-0.7514588,56.38,62.62,59.5,7.516234965,6.64,26.5637146,22.5207107,5.9823373,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,1988,FRA,7.549633611,1.533323284,6.016306972,4.593953475,18.02531443,11.5,44.62090568,3.002023707,2.700817,2.52,1.1661909,56.46,63.27,59.86,3.819007278,2.9293,26.9848375,24.2173968,6.5350252,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73,1989,FRA,7.879270217,1.556977943,6.322292778,4.5774843,18.58741549,10.9,43.67173809,2.054114797,3.498302,2.52,2.6489552,57.62,66.65,62.14,3.819007278,0.7,27.3672438,24.9356022,6.8241871,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74,1990,FRA,8.009631198,1.580681174,6.428947651,4.61451035,18.76813994,10.7,38.07647495,1.178471311,3.194282,2.52,2.7875921,57.7,69.85,63.78,3.819007278,0.7,27.287046,24.2758949,6.6241746,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75,1991,FRA,7.768018328,1.596030416,6.171986846,4.762277115,18.41613507,10.4,37.25027548,0.051764779,3.213407,2.52,1.2273773,58.31,72.24,65.28,3.388404,0.7949,26.5263546,23.6137159,6.263858,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76,1992,FRA,7.487178296,1.601373729,5.88580375,4.722704807,17.35816765,10.4,36.23691667,1.243295633,2.36376,2.52,0.4187734,60.4,73.29,66.84,3.388404,0.7682,26.4436009,23.7981153,6.2930786,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77,1993,FRA,6.965074754,1.538559796,5.426514615,4.57395339,16.13237586,10,34.23953109,-0.318806136,2.104463,2.52,-2.2776837,61.16,78.09,69.62,7.520016949,5.3808,25.9749009,23.3724138,6.0709613,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,1994,FRA,6.959441505,1.523918356,5.435522885,4.472194438,15.95145509,NA,38.45909152,1.608274,1.655515,2.52,-2.0182266,58.74,73.29,66.01,7.520016949,6.7592,26.0789111,23.7141298,6.1843868,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
79,1995,FRA,6.939488319,1.452124085,5.48736521,4.200622838,15.87354129,NA,42.46285807,1.09932072,1.796481,2.52,-1.9461208,58.81,73.3,66.06,7.520016949,6.9911,26.3210589,23.5378837,6.1954202,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80,1996,FRA,6.884283789,1.437694068,5.446589192,4.147521352,15.7125535,10.8,39.61499137,0.794019385,1.982884,2.52,-2.4913743,59.65,74.23,66.94,7.520016949,6.9998,26.1736329,23.1500606,6.0592119,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81,1997,FRA,6.836511141,1.345374921,5.491138037,3.841267613,15.67810607,10.5,41.39506262,1.427816873,1.203943,2.52,-2.2034409,62.69,78.15,70.42,4.075695611,3.5313,25.9848563,23.8274597,6.1915312,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
82,1998,FRA,7.148776941,1.334273423,5.814503694,3.714409288,16.18667221,10.5,44.22049357,2.010234381,0.6511269,2.52,-0.7921654,64.14,80.83,72.48,4.075695611,1,26.3079212,24.504611,6.4466538,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
83,1999,FRA,7.550990252,1.379074001,6.171916252,3.800502356,17.00879158,10.8,40.44203267,1.231825128,0.5371416,2.58,0.4271827,66.94,80.76,73.85,4.075695611,1,26.4123947,23.8001025,6.286177,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84,2000,FRA,7.869636621,1.440520458,6.429116352,3.938157089,17.57619616,10.8,42.55556022,1.315434285,1.67596,2.58,2.1320014,69.42,83.7,76.56,4.075695611,1,26.6985799,23.9753797,6.4010859,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,2001,FRA,7.871686678,1.409424315,6.462261986,3.851969835,17.66142244,10.8,37.59043236,-0.014850373,1.634781,2.58,2.1161368,68.28,84.65,76.46,4.075695611,1,26.4664151,23.6177899,6.2507823,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
